"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.629083301E-3,1.917058622E-1,2.449082887E-1,-1.172074378E-2,3.112371818E-1
1.161408331E-2,2.259300540E-1,3.725896977E-1,-3.973943174E-2,4.375462199E-1
2.160008333E-2,3.413537986E-1,4.726507603E-1,-2.511016595E-1,6.348017016E-1
3.158508328E-2,4.060802101E-1,5.376108411E-1,-3.195175910E-1,7.456661749E-1
4.157108330E-2,5.088904142E-1,4.891884403E-1,-4.031789678E-1,8.129133188E-1
5.155708332E-2,6.490888846E-1,2.233250463E-1,-7.834467906E-1,1.041623411E0
6.154208333E-2,1.274792415E0,-6.976853862E-1,-1.227532294E0,1.902287080E0
7.152808330E-2,-1.250460981E0,-6.392272630E-1,-1.407699627E-1,1.411410763E0
8.151308331E-2,-2.589388289E0,-2.331416443E-1,2.403475775E0,3.540618948E0
9.149908333E-2,-1.193060985E0,-6.139177363E-1,2.324881595E0,2.684280896E0
1.014840833E-1,-1.910617183E-1,-5.519863670E-1,5.799712873E-1,8.231404640E-1
1.114700833E-1,-2.149410527E-1,5.976629153E-2,-1.400109941E-1,2.633908582E-1
1.214550833E-1,-1.888461352E-1,4.251862796E-1,1.572842538E-1,4.911054588E-1
1.314410833E-1,3.417692981E-2,2.704995051E-1,1.377609855E-1,3.054768959E-1
1.414270833E-1,7.455402782E-2,9.033056483E-2,-1.703761697E-1,2.067509449E-1
1.514120833E-1,-7.497322750E-2,1.360417579E-1,-4.451572984E-1,4.714799732E-1
1.613980833E-1,-2.555732446E-1,2.455533828E-1,-5.920855486E-1,6.900575658E-1
1.713830833E-1,-1.182811419E-1,3.308071026E-1,-4.772544193E-1,5.926175398E-1
1.813690833E-1,1.485049884E-1,3.474417002E-1,-6.218005139E-1,7.276024641E-1
1.913540833E-1,-4.642040553E-2,2.489668411E-1,-8.150585926E-1,8.534985948E-1
2.013400833E-1,-1.109177615E-1,9.519047812E-2,8.518106818E-2,1.691738494E-1
2.113260833E-1,-2.557918391E-1,-3.905849424E-1,2.395001990E-1,5.247346067E-1
2.213110833E-1,-3.302481088E-1,-4.169367354E-1,1.952034473E-1,5.665725377E-1
2.312970833E-1,2.894560640E-2,3.084143132E-2,2.770416623E-1,2.802518951E-1
2.412829166E-1,4.796920139E-1,1.980064563E-1,3.818085641E-1,6.442738273E-1
2.512689166E-1,5.688892056E-1,2.397368650E-1,3.766004491E-1,7.231435480E-1
2.612539167E-1,3.815933865E-1,2.839061473E-1,2.991143167E-1,5.618590460E-1
2.712399166E-1,2.198251040E-1,1.439819844E-1,-4.505864382E-2,2.666161465E-1
2.812249166E-1,1.038349469E-1,-7.192075253E-2,-5.287134254E-1,5.435919214E-1
2.912109167E-1,8.645235336E-2,-1.977732986E-1,-8.199416023E-1,8.478752964E-1
3.011969167E-1,3.498301417E-2,-1.247417213E-1,-6.665077400E-1,6.789822353E-1
3.111819166E-1,-1.091323416E-1,-1.649587244E-2,-3.135762352E-1,3.324335077E-1
3.211679166E-1,-1.066088295E-1,-2.711017683E-2,-4.023176730E-2,1.171281320E-1
3.311529167E-1,-1.732326807E-1,-1.197940998E-1,-6.630216300E-2,2.208079818E-1
3.411389167E-1,-1.122492182E-1,-2.002006240E-1,-1.405764198E-1,2.691503421E-1
3.511239166E-1,9.894894043E-2,-2.219850107E-1,-6.122736454E-2,2.506332539E-1
3.611099166E-1,3.222176159E-1,-8.722715512E-2,8.673818171E-2,3.449003925E-1
3.710949167E-1,3.908661569E-1,2.739435151E-2,7.147694886E-2,3.982910460E-1
3.810809166E-1,2.042124352E-1,-2.135039167E-1,5.454458177E-2,3.004359375E-1
3.910669166E-1,-8.153561245E-2,-4.743275955E-1,2.018955857E-1,5.219162303E-1
4.010519166E-1,-2.243524204E-1,-5.638171846E-1,1.675946492E-1,6.295329956E-1
4.110379167E-1,-1.652703992E-1,-7.455942553E-1,-3.299390835E-1,8.319164004E-1
4.210229166E-1,-4.921924839E-2,-3.991594456E-1,-8.517340833E-1,9.419138740E-1
4.310089166E-1,5.019891648E-1,1.432297401E-1,-1.256397659E0,1.360530396E0
4.409939167E-1,7.487396188E-1,4.557568386E-1,-1.281439530E0,1.552550347E0
4.509799167E-1,9.654875708E-1,5.940028507E-1,-9.270818889E-1,1.464406523E0
4.609649166E-1,1.318176416E0,3.741414025E-1,-5.110472327E-1,1.462443205E0
4.709509166E-1,1.512190832E0,4.240580593E-1,-1.615831268E-1,1.578814574E0
4.809369167E-1,1.920572653E0,2.678070085E-1,-2.978478098E-1,1.961895315E0
4.909219167E-1,2.050040094E0,2.599210880E-1,-6.197604203E-1,2.157388777E0
5.009079166E-1,2.081921598E0,2.268840272E-1,-8.509335995E-1,2.260522483E0
5.108929166E-1,1.972797644E0,1.907130050E-1,-1.068513756E0,2.251671300E0
5.208789167E-1,2.208180526E0,7.175754212E-2,-1.269777843E0,2.548243738E0
5.308639166E-1,2.804948232E0,-1.351030605E-1,-1.524144588E0,3.195153228E0
