"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.598291670E-3,7.611569121E-2,-8.902882844E-2,4.161334741E-1,4.323040585E-1
1.258429169E-2,-6.060982182E-1,-3.954303838E-1,-1.573456496E-1,7.405929328E-1
2.256929170E-2,-9.367741605E-1,-6.542638166E-1,-6.044939250E-1,1.292679340E0
3.255429165E-2,-6.603359308E-1,-5.912738089E-1,-1.109393980E0,1.420001148E0
4.254029167E-2,-3.957712765E-1,-3.700653085E-1,-1.383791531E0,1.486089579E0
5.252529169E-2,-2.470952753E-1,-2.972389685E-1,-1.093711748E0,1.160005373E0
6.251129170E-2,-2.514089855E-1,-3.022952020E-1,-5.144292623E-1,6.474768977E-1
7.249629166E-2,-3.665670656E-1,-2.487886472E-1,-2.674726939E-1,5.175025087E-1
8.248229168E-2,-3.911834415E-1,-2.215271737E-1,-3.714923215E-1,5.831854923E-1
9.246754169E-2,-2.048398415E-1,-3.183376229E-1,-5.288853335E-1,6.503982617E-1
1.024535417E-1,-1.891599845E-2,-4.330884992E-1,-7.020044321E-1,8.250658675E-1
1.124385417E-1,5.547012292E-2,-5.319611152E-1,-9.250394565E-1,1.068530560E0
1.224235417E-1,1.245578264E-1,-6.864040607E-1,-1.087825356E0,1.292296093E0
1.324095417E-1,1.144560852E-1,-8.974980475E-1,-1.372085990E0,1.643539749E0
1.423945416E-1,-1.372332377E-2,-1.082762105E0,-1.843359293E0,2.137881098E0
1.523805417E-1,-1.155982475E-1,-1.185508355E0,-2.347944183E0,2.632799822E0
1.623655417E-1,1.725153735E-1,-1.395438893E0,-2.894397476E0,3.217848350E0
1.723515417E-1,5.212140424E-1,-1.522783063E0,-3.395255935E0,3.757431996E0
1.823365416E-1,4.555602260E-1,-1.550774123E0,-3.729076400E0,4.064289151E0
1.923225417E-1,4.409417118E-1,-1.656672169E0,-3.972652693E0,4.326772665E0
2.023075417E-1,3.045837657E-1,-1.648725364E0,-4.081265894E0,4.412232756E0
2.122935417E-1,3.093815158E-1,-1.623610111E0,-4.031500241E0,4.357157435E0
2.222785417E-1,8.605056377E-1,-1.794666458E0,-3.981090810E0,4.450885495E0
2.322635417E-1,1.451089183E0,-1.924580919E0,-3.946798645E0,4.624596314E0
2.422495417E-1,2.211597054E0,-1.811700421E0,-3.906774454E0,4.841105925E0
2.522345417E-1,3.112380213E0,-1.712015334E0,-3.785861050E0,5.191401640E0
2.622205417E-1,3.748716028E0,-1.590119014E0,-3.420897730E0,5.318260206E0
2.722055417E-1,4.501362610E0,-1.371897710E0,-2.759752471E0,5.455327889E0
2.821915417E-1,5.147679330E0,-1.063959726E0,-1.698106855E0,5.523964127E0
2.921765417E-1,5.430796250E0,-4.614838574E-1,-3.539787412E-2,5.450483306E0
3.021625417E-1,5.737170469E0,6.793722723E-2,2.307332346E0,6.184134783E0
3.121475417E-1,6.285935166E0,6.141659506E-1,4.892539583E0,7.989187963E0
