"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.487166673E-3,1.043247791E-1,2.797371557E-1,3.060075992E-1,4.275244865E-1
1.747216663E-2,-3.735869403E-1,2.940276776E-1,-2.601315147E-1,5.419297760E-1
2.745816665E-2,-6.279908149E-1,2.109937801E-1,-4.906246626E-1,8.243806150E-1
3.744316666E-2,-7.359160902E-1,1.570766777E-1,-2.208674616E-1,7.842372154E-1
4.742916662E-2,-8.048226030E-1,1.519704504E-1,-1.262057179E-1,8.287112425E-1
5.741416663E-2,-9.791421349E-1,1.874821991E-1,-2.936126715E-1,1.039267673E0
6.740016665E-2,-1.127537086E0,2.476295829E-1,-3.978720349E-1,1.221049732E0
7.738516666E-2,-1.049997379E0,2.932296789E-1,-2.525389051E-1,1.119041571E0
8.737116662E-2,-7.608624317E-1,3.185011256E-1,4.896633804E-2,8.262882725E-1
9.735616663E-2,-5.025285704E-1,2.276467965E-1,1.353525174E-1,5.680478255E-1
1.073421667E-1,-1.465551613E-2,4.546592432E-1,1.645587748E0,1.707304557E0
1.173271667E-1,7.152305050E-2,2.078972409E-1,2.117474424E0,2.128857615E0
1.273131666E-1,-3.114648787E-1,-5.825814843E-2,9.421232665E-1,9.939822090E-1
1.372981666E-1,-6.189938504E-1,-1.180900750E-1,8.249427259E-2,6.355343874E-1
1.472841667E-1,-6.764337540E-1,-2.223318236E-1,-5.872499013E-1,9.229607305E-1
1.572691667E-1,-5.318288219E-1,-3.066797367E-1,-1.007292824E0,1.179632650E0
1.672551666E-1,-3.395757334E-1,-3.136272521E-1,-1.108002927E0,1.200559961E0
1.772401666E-1,3.863949738E-3,-1.503389311E-1,-1.032456901E0,1.043352278E0
1.872261667E-1,4.178152430E-1,1.287608050E-2,-8.053989923E-1,9.074155098E-1
1.972111667E-1,8.522046380E-1,2.508509602E-1,-5.652789885E-1,1.052957399E0
2.071971666E-1,1.240285072E0,4.771553821E-1,-4.865818977E-1,1.415184179E0
2.171821666E-1,1.488067267E0,5.686880614E-1,-6.059931511E-1,1.704399601E0
2.271681667E-1,1.538231115E0,5.076882266E-1,-8.972990960E-1,1.851768875E0
2.371531667E-1,1.540495157E0,3.153772507E-1,-1.301549858E0,2.041230063E0
2.471381666E-1,1.691299526E0,1.271210995E-1,-1.735492782E0,2.426641518E0
2.571241666E-1,1.854800978E0,9.738873884E-2,-2.172807210E0,2.858472041E0
2.671091667E-1,2.023281042E0,1.733623427E-1,-2.451741616E0,3.183513410E0
2.770951666E-1,2.276979450E0,2.743079428E-1,-2.489604092E0,3.384968064E0
2.870801666E-1,2.674476971E0,3.262070981E-1,-2.349359794E0,3.574734896E0
2.970661666E-1,3.188328236E0,3.227361909E-1,-2.113831024E0,3.838994293E0
3.070511667E-1,3.653485058E0,3.403064161E-1,-1.701901698E0,4.044778228E0
3.170371666E-1,3.920429749E0,3.766294659E-1,-1.156520199E0,4.104772605E0
3.270221666E-1,3.948057843E0,2.410083421E-1,-5.860705179E-1,3.998590302E0
3.370081667E-1,3.913431509E0,9.792969765E-2,5.283894897E-2,3.915013199E0
3.469931667E-1,3.834081869E0,-6.127582334E-2,7.256049639E-1,3.902619769E0
3.569791666E-1,3.714721778E0,-3.119144565E-1,1.155155459E0,3.902669939E0
3.669641666E-1,3.673676956E0,-4.751293219E-1,1.431658593E0,3.971309176E0
3.769501667E-1,3.841256987E0,-4.468265323E-1,1.772029109E0,4.253821382E0
3.869351667E-1,4.177025160E0,-2.509476585E-1,2.129501562E0,4.695241294E0
3.969211666E-1,4.606186523E0,2.769515421E-2,2.409392572E0,5.198354919E0
4.069061666E-1,5.047373854E0,2.932820480E-1,2.464724189E0,5.624665546E0
4.168921667E-1,5.472377554E0,5.026868473E-1,2.514301561E0,6.043287392E0
4.268771667E-1,5.778212076E0,6.768627935E-1,2.954168884E0,6.524798221E0
4.368631666E-1,5.900748081E0,8.229904868E-1,3.906023086E0,7.124125042E0
4.468481666E-1,5.777016905E0,9.239937551E-1,5.130468636E0,7.781349317E0
4.568341667E-1,5.417435946E0,8.359209464E-1,6.328028103E0,8.372055645E0
4.668191667E-1,4.870180416E0,5.191089351E-1,7.171156254E0,8.684101185E0
4.768051666E-1,4.126118423E0,6.331825577E-2,7.572265892E0,8.623692549E0
4.867901666E-1,3.353382854E0,-2.470070006E-1,7.778955025E0,8.474569624E0
4.967761667E-1,2.477245417E0,-2.624965672E-1,7.905449011E0,8.288653290E0
5.067611667E-1,1.554234505E0,-1.818400014E-1,8.176540546E0,8.324933993E0
5.167471666E-1,7.828470124E-1,-1.925670109E-1,8.698180595E0,8.735460902E0
5.267321666E-1,-9.727650885E-2,-2.693076233E-1,9.248659111E0,9.253090547E0
5.367181667E-1,-9.959498832E-1,-2.562405216E-1,9.770601461E0,9.824572677E0
5.467031666E-1,-1.949651879E0,-1.980493968E-1,1.010026982E1,1.028862558E1
5.566881666E-1,-2.965457518E0,-3.489536806E-1,1.015807773E1,1.058783501E1
5.666741667E-1,-3.937698915E0,-7.683141234E-1,1.004109132E1,1.081292256E1
5.766591667E-1,-5.068786942E0,-1.292693373E0,9.742030211E0,1.105761321E1
5.866451666E-1,-6.093855302E0,-1.734284747E0,9.207710475E0,1.117697402E1
5.966301666E-1,-6.972819284E0,-2.097840935E0,8.512601080E0,1.120203207E1
6.066161667E-1,-7.597859740E0,-2.457481828E0,7.671779070E0,1.107352174E1
