"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
-1.006000035E-3,8.623941422E-2,-2.377641606E-1,3.481970143E-1,4.303605389E-1
8.979999984E-3,4.241745651E-2,-3.439769326E-1,4.003085697E-1,5.294962906E-1
1.896500000E-2,3.675565606E-1,-4.163679109E-1,8.526199365E-1,1.017556297E0
2.895100001E-2,1.183012764E0,-2.635466175E-1,6.259017509E-1,1.364085416E0
3.893699998E-2,2.047626509E0,-1.838219700E-1,4.025749505E-2,2.056255214E0
4.892299999E-2,2.551894480E0,-1.700743072E-1,-4.510612321E-1,2.597026558E0
5.890900001E-2,1.945592011E0,-3.502352441E-1,-7.518987232E-1,2.115028295E0
6.889499997E-2,2.630672262E0,-5.578453867E-1,-1.464097191E0,3.061896245E0
7.888099999E-2,2.266884232E0,-7.513471846E-1,-1.286992046E0,2.712864766E0
8.886700001E-2,1.139376748E0,-9.222935309E-1,-7.062980425E-1,1.627163684E0
9.885299997E-2,5.406341439E-1,-9.992015930E-1,-1.494489849E-1,1.145872637E0
1.088390000E-1,4.599817443E-1,-1.065176166E0,1.246696544E-1,1.166930157E0
1.188250000E-1,9.072674292E-1,-1.033721215E0,1.737020659E-1,1.386321084E0
1.288110000E-1,1.498131495E0,-8.846804392E-1,7.767324328E-2,1.741577040E0
1.387970000E-1,1.839967323E0,-8.434973299E-1,-2.013073558E-1,2.034082630E0
1.487830000E-1,1.889928272E0,-8.596484359E-1,-4.157750398E-1,2.117473304E0
1.587690000E-1,1.446474268E0,-7.050012763E-1,-4.255954385E-1,1.664465705E0
1.687550000E-1,3.396513087E-1,-4.102089290E-1,-4.363192320E-3,5.325912263E-1
1.787410000E-1,-1.218019459E0,-2.041603585E-1,1.143872087E0,1.683358609E0
1.887270000E-1,-2.483721208E0,-6.199101090E-2,2.931858832E0,3.842981933E0
1.987130000E-1,-3.225717087E0,-7.520191759E-2,4.433358323E0,5.483208192E0
2.086990000E-1,-3.202165087E0,1.410177384E-1,5.705570946E0,6.544256036E0
2.186850000E-1,-2.589901966E0,3.856181712E-1,6.421481811E0,6.934819552E0
2.286710000E-1,-1.703627211E0,4.600975192E-1,6.617907327E0,6.849141025E0
2.386570000E-1,-6.816327327E-1,3.880802876E-1,6.464936564E0,6.512344760E0
2.486420000E-1,-3.563059330E-2,2.837250298E-1,5.775308933E0,5.782383826E0
