"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.831166647E-3,3.206461036E-1,-2.994889953E-2,-7.803530288E-1,8.441929340E-1
1.481716667E-2,3.424913013E-1,1.146067972E-2,-1.118592235E0,1.169906076E0
2.480316663E-2,3.170196605E-1,1.357024367E-1,-1.337756402E0,1.381487897E0
3.478816664E-2,7.155185169E-1,5.342860412E-2,-8.527667016E-1,1.114465078E0
4.477416666E-2,9.869164467E-2,2.944765611E-2,1.270290059E-1,1.635346248E-1
5.476016668E-2,-1.701452047E-1,-2.958290951E-2,6.950936079E-1,7.162259860E-1
6.474616664E-2,2.689771825E-1,-2.468957573E-1,1.845368688E0,1.881141099E0
7.473216666E-2,-1.932475537E-1,-2.007488736E-1,1.695499581E0,1.718244324E0
8.471816668E-2,-1.972920728E-1,-3.568751229E-2,1.699592047E0,1.711376898E0
9.470416664E-2,1.661275828E-1,4.241076875E-3,1.833462296E0,1.840978096E0
1.046891666E-1,4.578849328E-1,-3.880820783E-2,1.887230367E0,1.942370497E0
1.146751667E-1,6.039284992E-1,-1.573496147E-1,1.838818930E0,1.941840259E0
1.246611666E-1,7.342494875E-1,-2.378888160E-1,1.670500395E0,1.840186124E0
1.346471666E-1,7.128632963E-1,-2.513749438E-1,1.287984318E0,1.493407863E0
1.446331667E-1,4.518090910E-1,-4.715044867E-1,8.734754929E-1,1.090599547E0
1.546191666E-1,-1.663725811E-1,-3.673246820E-1,1.711485869E-1,4.380628911E-1
1.646051666E-1,-5.119968206E-1,-1.053089021E-1,-3.531940448E-1,6.308539787E-1
1.745911667E-1,-3.383666754E-1,4.756795357E-2,-5.282742995E-1,6.291489909E-1
1.845761667E-1,-1.448016179E-1,1.413098434E-1,-5.585330558E-1,5.940497915E-1
1.945621666E-1,-2.739420533E-3,1.816251162E-1,-5.451745069E-1,5.746393915E-1
2.045481667E-1,4.134098411E-2,2.048337750E-1,-4.255065608E-1,4.740482946E-1
2.145341667E-1,2.679778934E-2,2.332727864E-1,-2.976223996E-1,3.790955119E-1
2.245201666E-1,-2.582539737E-2,1.170696901E-1,-1.698814952E-1,2.079230288E-1
2.345061667E-1,-3.005731970E-1,-4.231710367E-2,-1.426545203E-1,3.353882767E-1
2.444921667E-1,-4.138413656E-1,-6.858355469E-2,-3.060058451E-1,5.192378617E-1
2.544771666E-1,-2.211428654E-1,3.448719769E-2,-4.955828092E-1,5.437792332E-1
2.644631666E-1,1.202725482E-1,1.602921529E-1,-5.749938449E-1,6.089145932E-1
2.744491667E-1,1.986527199E-1,1.946442708E-1,-5.560605606E-1,6.217335783E-1
2.844351666E-1,1.108444977E-1,4.470947368E-2,-4.581579977E-1,4.734914895E-1
2.944211666E-1,3.260115087E-2,-1.910306915E-1,-3.035020673E-1,3.600959109E-1
3.044071667E-1,7.602549791E-2,-2.557901032E-1,-3.405710757E-1,4.326628142E-1
3.143931666E-1,2.580750489E-1,-1.969759577E-1,-5.262678275E-1,6.183527189E-1
3.243781666E-1,3.805788946E-1,-9.084411481E-2,-6.891528368E-1,7.924800191E-1
3.343641667E-1,3.524327374E-1,-5.749939911E-2,-8.285533816E-1,9.022281980E-1
3.443501667E-1,2.466378951E-1,-1.328037709E-1,-7.179173371E-1,7.706311672E-1
3.543361666E-1,8.881452799E-2,-2.271367000E-1,-4.853551519E-1,5.431838771E-1
3.643221667E-1,3.652170897E-2,-3.076687932E-1,-2.834309149E-1,4.199130923E-1
3.743081667E-1,1.156596798E-1,-3.990285411E-1,-2.334120780E-1,4.765313592E-1
3.842941666E-1,3.023636144E-1,-4.014549163E-1,-3.667666018E-1,6.221796729E-1
3.942801667E-1,4.240295541E-1,-2.964880763E-1,-4.811059803E-1,7.065190772E-1
4.042651667E-1,4.695746863E-1,-2.866323020E-1,-6.516856331E-1,8.528497094E-1
4.142511666E-1,5.162185103E-1,-1.644998641E-1,-7.391816139E-1,9.164776124E-1
4.242371666E-1,5.359335673E-1,-1.734503799E-1,-6.923843005E-1,8.925838014E-1
4.342231667E-1,5.610853654E-1,-1.764752907E-1,-4.884740567E-1,7.645699573E-1
4.442091666E-1,4.894078571E-1,-1.872478902E-1,-2.063891709E-1,5.631858599E-1
4.541951666E-1,3.562129623E-1,-2.970401997E-1,1.611615425E-1,4.910128282E-1
4.641811667E-1,2.654097962E-1,-3.196411500E-1,5.666706258E-1,7.026581123E-1
4.741661667E-1,2.061640531E-1,-3.520912965E-1,9.217948365E-1,1.008056357E0
4.841521666E-1,3.309991837E-1,-4.244379091E-1,1.149154462E0,1.268961770E0
4.941381667E-1,6.341398931E-1,-3.992644031E-1,1.369430770E0,1.561052882E0
5.041241667E-1,9.088116789E-1,-3.717528880E-1,1.421153485E0,1.727372602E0
5.141101666E-1,1.099610419E0,-2.620894914E-1,1.461533772E0,1.847678257E0
5.240961667E-1,1.081816172E0,-1.504403072E-1,1.685220761E0,2.008215010E0
5.340821667E-1,8.227166909E-1,-2.115453918E-1,1.874546587E0,2.058042544E0
5.440671666E-1,6.019112098E-1,-3.094038448E-1,2.011109478E0,2.121930530E0
5.540531666E-1,5.345933855E-1,-3.715236041E-1,1.997719354E0,2.101119343E0
5.640391667E-1,3.757619584E-1,-3.010734263E-1,1.941196659E0,2.000021682E0
5.740251666E-1,2.346230364E-1,-2.321528436E-1,1.931390586E0,1.959390851E0
5.840111666E-1,2.251938164E-1,-2.206329882E-1,1.953701222E0,1.978974390E0
5.939971667E-1,6.605003107E-1,-3.290430707E-1,2.136859405E0,2.260685321E0
6.039831666E-1,1.421360477E0,-4.411946404E-1,2.435227910E0,2.853989013E0
6.139681666E-1,1.971239653E0,-3.373061366E-1,2.587829129E0,3.270538304E0
6.239541667E-1,2.233624685E0,-2.086164484E-1,2.913159437E0,3.676832599E0
6.339401667E-1,2.231772287E0,-3.198973677E-1,3.355931071E0,4.042946354E0
6.439261666E-1,1.888162998E0,-5.247783954E-1,3.743694440E0,4.225612373E0
6.539121667E-1,1.378267667E0,-8.413962060E-1,4.232956409E0,4.530506516E0
6.638981667E-1,1.119684495E0,-1.260705157E0,4.981496783E0,5.259123602E0
6.738841666E-1,1.175666322E0,-1.813083872E0,5.533855180E0,5.940792672E0
6.838691666E-1,1.559809095E0,-2.362033926E0,5.806565225E0,6.459752966E0
6.938551667E-1,1.768402081E0,-2.642587426E0,5.761125927E0,6.580356082E0
7.038411666E-1,1.401885155E0,-2.739930703E0,5.182210647E0,6.027255547E0
7.138271666E-1,6.662130404E-1,-2.977912087E0,4.279643502E0,5.256153415E0
7.238131667E-1,-3.739925909E-1,-3.172548355E0,2.990658725E0,4.375953968E0
7.337991666E-1,-1.522833057E0,-3.231279835E0,1.479024256E0,3.866225891E0
7.437851666E-1,-2.207229184E0,-3.045393634E0,3.576101544E-1,3.778117002E0
7.537701667E-1,-2.737045979E0,-2.622411024E0,-2.652826193E-1,3.799846725E0
7.637561667E-1,-3.453532210E0,-2.372652177E0,-5.831574351E-1,4.230417908E0
7.737421666E-1,-4.066646685E0,-2.349908262E0,-6.598825523E-1,4.742903023E0
7.837281667E-1,-4.162322336E0,-2.292720739E0,-7.576795730E-1,4.812023893E0
7.937141667E-1,-3.791310071E0,-2.028240066E0,-7.443680942E-1,4.363699540E0
8.037001666E-1,-3.421683011E0,-1.865426685E0,-6.534797050E-1,3.951552488E0
8.136861667E-1,-3.418215027E0,-1.783862704E0,-5.922494169E-1,3.900912649E0
8.236721667E-1,-3.657004205E0,-1.912602021E0,-6.477495798E-1,4.177476004E0
8.336571666E-1,-3.827792603E0,-2.262359657E0,-1.195166932E0,4.604203669E0
8.436431666E-1,-3.581237739E0,-2.424884185E0,-1.911131446E0,4.728398297E0
8.536291667E-1,-3.043034867E0,-2.294787730E0,-2.534706005E0,4.577209462E0
8.636151666E-1,-2.307425902E0,-2.008592252E0,-2.833139706E0,4.169572846E0
8.736011666E-1,-1.909159180E0,-1.693970534E0,-2.947214205E0,3.898781414E0
8.835871667E-1,-1.967745942E0,-1.538533416E0,-3.003438107E0,3.906372950E0
8.935731666E-1,-2.083683364E0,-1.515356222E0,-2.797718443E0,3.803323458E0
9.035581666E-1,-2.295930276E0,-1.707318558E0,-2.084337083E0,3.539871970E0
9.135441667E-1,-2.769572285E0,-2.107593799E0,-1.377755451E0,3.743085939E0
9.235301667E-1,-3.090793755E0,-2.489558776E0,-8.733470734E-1,4.063698321E0
9.335161666E-1,-3.081919436E0,-2.861660085E0,-8.494664600E-1,4.290561632E0
9.435021667E-1,-2.817741648E0,-2.775389680E0,-1.160466485E0,4.121788245E0
9.534881667E-1,-2.503446790E0,-2.382570224E0,-1.445224718E0,3.746006032E0
9.634741666E-1,-2.261301311E0,-2.127464099E0,-1.863546805E0,3.621103948E0
9.734591666E-1,-2.191236464E0,-2.016188077E0,-2.126468611E0,3.659016310E0
9.834451667E-1,-2.090671372E0,-2.106122054E0,-2.427806624E0,3.834175517E0
9.934311666E-1,-1.770688927E0,-2.058489759E0,-2.776826926E0,3.883746534E0
1.003417167E0,-1.361732910E0,-1.934622050E0,-3.121349550E0,3.916618696E0
1.013403167E0,-1.051597177E0,-1.710267017E0,-3.264428578E0,3.832409664E0
1.023389167E0,-1.036147079E0,-1.650118902E0,-3.239513592E0,3.780336159E0
1.033375167E0,-1.490671617E0,-1.745629661E0,-3.026957363E0,3.798920328E0
1.043360167E0,-2.125904939E0,-2.068250223E0,-2.810429120E0,4.086030180E0
1.053346167E0,-2.820871078E0,-2.474820576E0,-2.853319032E0,4.714178615E0
1.063332167E0,-3.355469726E0,-2.882146974E0,-2.928104335E0,5.304690685E0
1.073318167E0,-3.433417203E0,-3.316088728E0,-3.127091516E0,5.706443682E0
1.083304167E0,-3.300001869E0,-3.763006039E0,-3.529153665E0,6.124145032E0
1.093290167E0,-2.686027268E0,-4.117926182E0,-4.125997093E0,6.418404049E0
1.103276167E0,-1.363582969E0,-3.728311000E0,-4.829526479E0,6.251718759E0
1.113261167E0,6.462868989E-2,-3.151989252E0,-5.392970611E0,6.246866825E0
1.123247167E0,1.375838733E0,-2.676430525E0,-5.758781778E0,6.497674980E0
1.133233167E0,2.248401768E0,-2.173374244E0,-5.806491550E0,6.595014043E0
1.143219167E0,2.367237656E0,-2.244032290E0,-5.698566567E0,6.566060916E0
1.153205167E0,2.477545964E0,-2.902979726E0,-5.317618128E0,6.545424956E0
1.163191167E0,2.642681274E0,-3.334517398E0,-4.513036577E0,6.202440627E0
1.173177167E0,2.981822705E0,-3.800777882E0,-3.507086273E0,5.969659394E0
1.183162167E0,3.589722049E0,-4.002816432E0,-2.228528983E0,5.820222092E0
1.193148167E0,4.309605512E0,-4.306005089E0,-1.201468184E0,6.209501211E0
1.203134167E0,5.028689076E0,-4.408621092E0,-3.959026927E-1,6.699282999E0
1.213120167E0,5.243856672E0,-4.236333760E0,1.164911538E-1,6.742264213E0
1.223106167E0,4.990154756E0,-4.117965650E0,1.623741089E-1,6.471912463E0
1.233092167E0,4.259331737E0,-4.142076352E0,-1.959290868E-1,5.944500951E0
1.243078167E0,4.204353291E0,-4.513174571E0,-4.775725079E-1,6.186550477E0
1.253063167E0,4.810255226E0,-4.637430827E0,1.631056686E-1,6.683631010E0
1.263049167E0,5.120790324E0,-4.386116329E0,8.987368532E-1,6.802076001E0
1.273035167E0,5.167009056E0,-4.374848744E0,1.361496829E0,6.905864010E0
1.283021167E0,5.073004539E0,-4.350841246E0,1.570487280E0,6.865247621E0
1.293007167E0,5.137923251E0,-4.206498050E0,1.699382132E0,6.854252753E0
1.302993167E0,4.958310235E0,-3.929456680E0,1.929305177E0,6.614203554E0
1.312979167E0,4.213721700E0,-3.774850451E0,1.901969444E0,5.968453255E0
1.322965167E0,3.476795357E0,-3.908225148E0,2.037503225E0,5.613710818E0
1.332950167E0,2.943476665E0,-4.061899331E0,2.672025526E0,5.683555354E0
1.342936167E0,2.379419745E0,-3.971634108E0,4.050669168E0,6.151701921E0
1.352922167E0,1.607249309E0,-3.901852852E0,5.818344440E0,7.187547429E0
1.362908167E0,5.778458244E-1,-4.022203168E0,7.546546329E0,8.571020104E0
1.372894167E0,-6.231477123E-1,-4.111799177E0,8.814465927E0,9.746282118E0
1.382880167E0,-1.805431328E0,-3.951286967E0,8.996535358E0,9.990490450E0
1.392865167E0,-2.681355928E0,-3.797352583E0,8.614695804E0,9.788898817E0
1.402851167E0,-3.164554042E0,-3.404360050E0,8.055262277E0,9.300070967E0
1.412837167E0,-3.312682725E0,-2.564154922E0,7.098125700E0,8.242095956E0
1.422823167E0,-2.824832566E0,-1.542108257E0,6.039348142E0,6.843354652E0
1.432809167E0,-2.331365572E0,-5.798056649E-1,5.254781610E0,5.777903582E0
1.442795167E0,-2.171629581E0,3.267956203E-1,4.555338843E0,5.057062624E0
1.452781167E0,-2.214421259E0,7.451294748E-1,4.002800353E0,4.634791269E0
1.462767167E0,-2.455270411E0,7.136328629E-1,3.429149905E0,4.277463469E0
1.472752167E0,-2.556032555E0,4.730268824E-1,2.744805819E0,3.780345994E0
1.482738167E0,-2.388024507E0,1.997164015E-1,2.167152368E0,3.230959157E0
1.492724167E0,-1.866072802E0,2.317123655E-1,1.899117172E0,2.672557643E0
1.502710167E0,-1.425227240E0,4.700982314E-1,1.560925913E0,2.165353260E0
1.512696167E0,-1.083294348E0,6.976154389E-1,1.010698242E0,1.637591183E0
1.522682167E0,-7.416584945E-1,8.978724886E-1,5.823686457E-1,1.302069725E0
1.532668167E0,-6.202317059E-1,9.336586178E-1,3.590441841E-1,1.176995544E0
1.542653167E0,-7.993284130E-1,6.900368627E-1,3.070893341E-1,1.099718438E0
1.552639167E0,-1.014428181E0,3.311065532E-1,2.517664880E-1,1.096395206E0
1.562625167E0,-1.226430094E0,1.462088965E-1,2.905791543E-1,1.268835711E0
1.572611167E0,-1.391466002E0,-1.154678911E-1,2.647379329E-1,1.421125132E0
1.582597167E0,-1.358965423E0,-2.608860978E-1,1.108117350E-1,1.388210293E0
1.592583542E0,-9.987827861E-1,-2.891632327E-1,-8.791465977E-2,1.043509184E0
