"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.769499974E-3,-1.102240350E-1,2.423469159E-1,9.087257248E-1,9.469233382E-1
1.675549999E-2,1.322677457E-1,1.263524830E-1,8.865285248E-1,9.052030334E-1
2.674250002E-2,2.794222831E-1,-5.543160439E-4,9.106611532E-1,9.525654075E-1
3.672849998E-2,1.721233177E-1,1.260843882E-1,7.565174389E-1,7.860294809E-1
4.671450000E-2,1.777939475E-1,5.094649762E-1,6.685501724E-1,8.591417711E-1
5.670050002E-2,1.822829280E-1,7.657642257E-1,9.179415214E-1,1.209230562E0
6.668649998E-2,1.649734886E-1,8.972751224E-1,1.416794386E0,1.685118758E0
7.667250000E-2,2.537739833E-1,9.709406841E-1,1.991289171E0,2.229878833E0
8.665850002E-2,2.152189051E-1,1.094397918E0,2.678890157E0,2.901806067E0
9.664449998E-2,5.699851200E-2,1.530716273E0,3.336176838E0,3.671023976E0
1.066305000E-1,-2.603504929E-1,1.839309219E0,3.749907691E0,4.184811641E0
1.166165000E-1,-7.369754595E-1,1.826971301E0,4.178241380E0,4.619378529E0
1.266025000E-1,-1.178254300E0,1.777362939E0,4.784189508E0,5.237916710E0
1.365885000E-1,-1.325460731E0,1.798462909E0,5.301898474E0,5.753385300E0
1.465745000E-1,-1.214696925E0,1.917983505E0,5.785973670E0,6.215435677E0
1.565605000E-1,-7.697613823E-1,1.668844464E0,5.909334133E0,6.188521982E0
1.665465000E-1,-1.997090194E-1,1.138441778E0,5.578074163E0,5.696564293E0
1.765325000E-1,6.819224623E-1,9.801640821E-1,5.050404466E0,5.189636321E0
1.865185000E-1,1.509872996E0,1.148645754E0,4.412573810E0,4.803114735E0
1.965045000E-1,2.080607437E0,1.428183593E0,4.023847990E0,4.749735606E0
2.064905000E-1,2.327773043E0,1.665909162E0,3.926021149E0,4.858747033E0
2.164765000E-1,2.431449731E0,1.410439632E0,3.886703886E0,4.796639954E0
2.264625000E-1,2.427556363E0,1.315000209E0,3.863361801E0,4.748454469E0
2.364485000E-1,1.722766317E0,1.068009142E0,3.872946557E0,4.371302133E0
2.464345000E-1,9.832917577E-1,7.181170195E-1,3.695274816E0,3.890708252E0
2.564205000E-1,8.552087912E-1,7.289969337E-1,3.368769218E0,3.551256770E0
2.664065000E-1,5.504884565E-1,4.704447520E-1,3.028225624E0,3.113600205E0
2.763925000E-1,-3.891719627E-1,3.606474906E-1,1.653010789E0,1.736077791E0
2.863785000E-1,-9.498866147E-1,2.342704493E-1,1.160377023E-1,9.852065634E-1
2.963645000E-1,-9.760207450E-1,1.399671400E-1,3.733955902E-1,1.054339396E0
3.063505000E-1,-1.238439106E0,-1.963763988E-1,-6.404180485E-1,1.407988063E0
3.163375000E-1,-7.137321925E-1,-5.553393066E-1,-1.351289491E0,1.625976222E0
3.263235000E-1,2.244266617E-1,-1.014545710E0,-1.709796023E0,2.000768044E0
3.363095000E-1,1.042359161E0,-1.597725365E0,-2.626922151E0,3.246530293E0
3.462955000E-1,2.042806064E0,-1.583777416E0,-3.578876633E0,4.414721449E0
3.562815000E-1,2.416165987E0,-2.401649689E0,-3.645493961E0,4.989529589E0
3.662675000E-1,2.995257853E0,-3.213951904E0,-3.765285576E0,5.786054952E0
3.762535000E-1,3.368829444E0,-3.881803919E0,-4.046620556E0,6.541601594E0
3.862395000E-1,3.555797673E0,-4.876250410E0,-4.443048329E0,7.494143954E0
3.962255000E-1,3.780574583E0,-5.701885446E0,-4.961391717E0,8.451014708E0
4.062115000E-1,4.070745583E0,-6.254950186E0,-4.998870615E0,8.982431679E0
4.161975000E-1,3.857521017E0,-7.334702291E0,-5.569081730E0,9.984638071E0
4.261835000E-1,2.848265283E0,-8.033939821E0,-6.475716491E0,1.070475167E1
4.361695000E-1,1.631060341E0,-8.192363697E0,-6.876957691E0,1.081978410E1
4.461555000E-1,1.584145206E-1,-8.344722256E0,-7.384753872E0,1.114423952E1
4.561415000E-1,-1.141337319E0,-8.773761705E0,-7.708279729E0,1.173452691E1
4.661275000E-1,-2.075584971E0,-9.448984135E0,-7.938919643E0,1.251470332E1
4.761135000E-1,-3.205336032E0,-9.823043969E0,-7.918447956E0,1.301799485E1
4.860995000E-1,-4.521578774E0,-9.977813920E0,-7.636324478E0,1.335346010E1
4.960855000E-1,-5.660887694E0,-1.026871875E1,-7.060188380E0,1.368716531E1
5.060715000E-1,-6.794088027E0,-1.086847935E1,-5.975167934E0,1.414164444E1
5.160575000E-1,-8.540049080E0,-1.126436158E1,-5.110866430E0,1.503127525E1
5.260435000E-1,-1.073889102E1,-1.137413603E1,-4.046595998E0,1.615765113E1
5.360295000E-1,-1.342541530E1,-1.109098462E1,-2.227949377E0,1.755606659E1
5.460155000E-1,-1.640612002E1,-1.064721252E1,-2.543041795E-1,1.955987165E1
5.560015000E-1,-2.046591435E1,-9.664043557E0,2.669486080E0,2.278976841E1
5.659875000E-1,-2.338379190E1,-7.943512630E0,5.773988047E0,2.536217764E1
5.759735000E-1,-2.392255435E1,-6.777173202E0,8.716190019E0,2.634749802E1
5.859595000E-1,-2.282727497E1,-6.427380483E0,1.099465525E1,2.613958964E1
5.959455000E-1,-2.075958257E1,-6.346798249E0,1.193291818E1,2.477169055E1
6.059315000E-1,-1.801141226E1,-5.597100418E0,1.143306895E1,2.205569247E1
6.159185000E-1,-1.577370973E1,-4.637332594E0,1.005952291E1,1.927456286E1
6.259045000E-1,-1.600417540E1,-4.220270874E0,9.090543968E0,1.888338704E1
6.358905000E-1,-1.631480288E1,-3.486920688E0,8.276354272E0,1.862335762E1
6.458765000E-1,-1.555399592E1,-3.336356347E0,7.489846464E0,1.758282864E1
6.558625000E-1,-1.395147292E1,-3.959816886E0,7.214056106E0,1.619772675E1
6.658485000E-1,-1.149432555E1,-4.484174135E0,7.579353302E0,1.448012203E1
6.758345000E-1,-8.678276088E0,-4.865521939E0,8.865803311E0,1.332622407E1
6.858205000E-1,-5.257574825E0,-5.067613991E0,1.032687515E1,1.264781226E1
6.958065000E-1,-1.897705069E0,-5.104033958E0,1.157308521E1,1.279018172E1
7.057925000E-1,9.560703376E-1,-4.777454100E0,1.283547568E1,1.372907768E1
7.157785000E-1,3.957111379E0,-4.125792148E0,1.379694270E1,1.493440723E1
7.257645000E-1,7.283390050E0,-3.593121327E0,1.446693305E1,1.659067338E1
7.357505000E-1,1.052265280E1,-3.606772237E0,1.561761597E1,1.917406990E1
7.457365000E-1,1.372695855E1,-3.280682083E0,1.619060217E1,2.147854429E1
7.557225000E-1,1.586335807E1,-3.050397973E0,1.581252004E1,2.260501818E1
7.657085000E-1,1.647287417E1,-2.983804911E0,1.451414346E1,2.215669280E1
7.756945000E-1,1.503248276E1,-2.809982393E0,1.205218033E1,1.947117330E1
7.856805000E-1,1.250588684E1,-2.791536474E0,9.408889192E0,1.589707764E1
7.956665000E-1,9.584437809E0,-3.001355914E0,7.331039010E0,1.243437648E1
8.056525000E-1,7.051784762E0,-2.927522245E0,6.135652369E0,9.795115354E0
8.156385000E-1,5.540022823E0,-2.566685597E0,5.650224127E0,8.318939867E0
8.256245000E-1,4.785581730E0,-2.159059821E0,5.435562900E0,7.557028242E0
