"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.844124974E-3,2.690827248E-1,1.218881339E-1,3.887708437E-1,4.882673437E-1
1.283012499E-2,1.170986795E-1,3.187258780E-2,5.385519505E-1,5.520563069E-1
2.281612501E-2,6.612002224E-2,-6.417962372E-2,3.514521593E-1,3.633311186E-1
3.280212497E-2,1.346590376E-1,-6.541689456E-2,8.477293253E-2,1.720432405E-1
4.278812499E-2,1.233967155E-1,-4.219292343E-2,-1.569457000E-1,2.040562299E-1
5.277412501E-2,5.229545027E-2,-1.446893513E-2,-2.968461818E-1,3.017645105E-1
6.276012497E-2,-2.604203671E-2,-1.231715977E-2,-3.424141181E-1,3.436238181E-1
7.274712500E-2,-6.992743671E-2,2.542369366E-3,-3.387140000E-1,3.458662803E-1
8.273312502E-2,-5.744509310E-2,6.960700929E-2,-2.960731798E-1,3.095228623E-1
9.271912498E-2,2.738192618E-2,9.725966156E-2,-1.808362538E-1,2.071496134E-1
1.027051250E-1,1.091248316E-1,1.404255617E-1,-7.147285581E-2,1.916662108E-1
1.126911250E-1,1.437973586E-1,1.381556726E-1,-2.718487501E-2,2.012552797E-1
1.226771250E-1,1.407047662E-1,1.669608110E-1,-7.622313380E-2,2.312654531E-1
1.326631250E-1,1.234081176E-1,2.593216753E-1,-1.348052180E-1,3.172534343E-1
1.426491250E-1,-4.787700176E-3,3.366709828E-1,-9.005004466E-2,3.485387831E-1
1.526351250E-1,-2.070273945E-1,4.655634964E-1,7.438243032E-3,5.095733889E-1
1.626211250E-1,-3.303244150E-1,5.358335799E-1,1.827547252E-1,6.554625344E-1
1.726071250E-1,-3.890617427E-1,5.997793150E-1,3.752789783E-1,8.074271348E-1
1.825931250E-1,-3.869272166E-1,7.058261722E-1,6.208269525E-1,1.016528092E0
1.925792500E-1,-3.766396254E-1,7.874176347E-1,8.929505217E-1,1.248697150E0
2.025652500E-1,-4.405777591E-1,8.217600864E-1,1.259799569E0,1.567320438E0
2.125512500E-1,-6.089620748E-1,8.722835380E-1,1.746863278E0,2.045298191E0
2.225372500E-1,-8.557034656E-1,9.868199676E-1,2.531432149E0,2.848541871E0
2.325232500E-1,-1.039066594E0,1.271981074E0,3.531124177E0,3.894410506E0
2.425092500E-1,-1.191036898E0,1.460463731E0,4.291119540E0,4.686707811E0
2.524952500E-1,-1.608781865E0,1.719895919E0,4.970076587E0,5.499807482E0
2.624812500E-1,-2.013635767E0,1.988971335E0,5.556064659E0,6.235430255E0
2.724672500E-1,-2.264335431E0,2.082313946E0,5.771529293E0,6.540167941E0
2.824532500E-1,-2.189639005E0,2.012143850E0,5.706296001E0,6.434676052E0
2.924392500E-1,-1.651256039E0,1.825622349E0,5.052173249E0,5.619964235E0
3.024252500E-1,-8.828751844E-1,1.565145848E0,4.178508598E0,4.548525500E0
