"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.839999696E-4,5.860605776E-1,-5.839799921E-1,4.128338903E-2,8.283742814E-1
1.066999999E-2,5.598089182E-1,-2.815395599E-1,9.024534166E-2,6.330835414E-1
2.065500000E-2,3.365774274E-1,2.020249553E-1,1.148618272E-1,4.090130640E-1
3.064099996E-2,1.641196489E-1,3.515090235E-1,1.393809566E-1,4.122146332E-1
4.062699998E-2,2.003659540E-1,1.259555302E-1,2.032498008E-1,3.119644093E-1
5.061300000E-2,6.320559454E-1,7.959105693E-2,-5.530939758E-2,6.394439646E-1
6.059900002E-2,8.856374091E-1,2.000515200E-2,-8.547372133E-2,8.899772938E-1
7.058499998E-2,9.762090254E-1,-5.103617929E-2,-9.047162890E-2,9.817198523E-1
8.057100000E-2,2.957492441E-1,-2.177744307E-2,1.129062259E-1,3.173163851E-1
9.055700002E-2,7.936349791E-1,-2.320765740E-1,-1.075343889E-1,8.338343127E-1
1.005430000E-1,9.265579784E-1,-1.711524606E-1,3.681795815E-1,1.011612108E0
1.105290000E-1,1.438162451E0,-1.630620338E-1,7.865811905E-1,1.647303989E0
1.205150000E-1,2.305444281E0,-2.911922166E-1,1.943043502E0,3.029073173E0
1.305000000E-1,3.084820240E0,-7.992778346E-1,2.369431823E0,3.971041190E0
1.404860000E-1,4.055189066E0,-1.122838848E0,2.458787511E0,4.873495816E0
1.504720000E-1,3.280493218E0,-5.529991047E-1,2.634507159E0,4.243591844E0
1.604580000E-1,2.772360238E0,-4.882954974E-1,2.156087097E0,3.545860312E0
1.704440000E-1,2.402471808E0,-4.810902659E-1,2.078159938E0,3.212797435E0
1.804300000E-1,1.950146992E0,-5.571985019E-1,2.102821886E0,2.921541262E0
1.904160000E-1,1.478162084E0,-6.142279311E-1,1.869526606E0,2.461172247E0
2.004020000E-1,1.060746900E0,-4.723863565E-1,1.599901114E0,1.976870362E0
2.103880000E-1,6.212619853E-1,-1.421307194E-1,1.244424900E0,1.398127651E0
2.203740000E-1,1.066128677E-1,1.169764727E-1,8.319763416E-1,8.468969428E-1
2.303590000E-1,-3.262565070E-1,2.423664310E-1,6.113422205E-1,7.341145046E-1
2.403450000E-1,-5.195397288E-1,1.757497609E-1,5.353663874E-1,7.664376536E-1
2.503310000E-1,-6.252182114E-1,4.203990179E-1,3.096311188E-1,8.145579021E-1
2.603170000E-1,-9.478073448E-1,8.622627260E-1,8.900412396E-2,1.284428864E0
2.703030000E-1,-1.141162487E0,7.694150810E-1,-1.638850294E-2,1.376415625E0
2.802890000E-1,-8.384685051E-1,5.307555655E-1,1.567369545E-1,1.004637933E0
2.902750000E-1,-5.706689519E-1,4.395860348E-1,5.306630333E-1,8.947078794E-1
3.002610000E-1,-4.230770427E-1,3.084242535E-1,7.682868607E-1,9.297227568E-1
3.102470000E-1,-8.033840418E-2,3.472461840E-1,1.085778830E0,1.142781624E0
3.202330000E-1,3.292151982E-1,3.790308443E-1,1.311814646E0,1.404601257E0
3.302180000E-1,6.369658524E-1,6.374232508E-2,1.291732676E0,1.441652485E0
3.402040000E-1,1.119505570E0,-1.588177592E-1,8.856397480E-1,1.436270714E0
3.501900000E-1,1.613129854E0,5.693390027E-2,-5.708168864E-2,1.615143249E0
3.601760000E-1,1.754048336E0,1.352797195E-1,-8.563165462E-1,1.956595051E0
3.701620000E-1,1.311575494E0,1.646592738E-1,-1.336899201E0,1.880064474E0
3.801480000E-1,8.852397984E-1,-9.751207855E-2,-1.998881196E0,2.188306227E0
