"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
-5.976249813E-4,-4.636687792E-1,8.651224530E-1,4.259755075E-2,9.824663591E-1
9.388374980E-3,-9.723304211E-1,8.721320951E-1,2.549000108E-1,1.330794821E0
1.937437500E-2,-8.759829251E-1,8.893848896E-1,5.250296795E-1,1.354255416E0
2.935937501E-2,-1.097113658E0,1.259655728E0,5.238374323E-1,1.750656044E0
3.934537497E-2,-1.361699874E0,1.668790669E0,5.226118559E-1,2.216351054E0
4.933037498E-2,-1.328247368E0,1.916999127E0,8.036951137E-1,2.466789930E0
5.931637500E-2,-1.300043323E0,2.185688041E0,1.386750222E0,2.896622350E0
6.930137501E-2,-1.452813527E0,2.462219242E0,2.056597307E0,3.521758541E0
7.928737497E-2,-1.584148422E0,2.615512771E0,2.513244385E0,3.958134739E0
8.927237499E-2,-1.822422460E0,2.701845156E0,2.794114219E0,4.292815526E0
9.925837500E-2,-2.220531307E0,2.739142790E0,3.024179935E0,4.645355400E0
1.092433750E-1,-2.644296860E0,2.714036601E0,3.190629115E0,4.953626419E0
1.192293750E-1,-2.871234608E0,2.572369675E0,3.127648171E0,4.964197518E0
1.292143750E-1,-2.936377853E0,2.429014658E0,2.901393669E0,4.789625489E0
1.392003750E-1,-3.010493358E0,2.186773285E0,2.762395413E0,4.634207168E0
1.491853750E-1,-3.193519101E0,1.813534985E0,2.841001872E0,4.643141719E0
1.591713750E-1,-3.573315346E0,1.264097273E0,3.112267070E0,4.904358347E0
1.691563750E-1,-3.830539625E0,6.135997939E-1,3.251241353E0,5.061631047E0
1.791423750E-1,-3.727206168E0,-7.034785151E-2,3.129268434E0,4.867169154E0
1.891273750E-1,-3.479670726E0,-7.384992439E-1,2.712732671E0,4.473523001E0
1.991133750E-1,-3.390217389E0,-1.262767031E0,2.262713413E0,4.267086420E0
2.090983750E-1,-3.514667773E0,-1.753978754E0,1.873194711E0,4.351803011E0
2.190843750E-1,-3.491892868E0,-2.386163338E0,1.371993604E0,4.446285836E0
2.290693750E-1,-3.335320221E0,-2.978545341E0,7.246887052E-1,4.530040512E0
2.390553750E-1,-3.327911214E0,-3.261886793E0,1.883312148E-1,4.663728888E0
2.490403750E-1,-3.289809002E0,-3.494484354E0,-2.159096074E-1,4.804256564E0
2.590263750E-1,-5.421064728E0,-3.928517325E0,-2.881645868E0,7.288694950E0
2.690113750E-1,-3.093515049E0,-5.099715205E0,-1.278964403E0,6.100219707E0
2.789973750E-1,-2.048855886E0,-4.097950923E0,-1.542629975E-1,4.584191236E0
2.889823750E-1,-2.639755327E0,-3.830733753E0,-1.086181411E0,4.777302516E0
2.989683750E-1,-2.366816948E0,-4.846186951E0,-3.736329871E-1,5.406195708E0
3.089543750E-1,-2.240500718E0,-4.718796002E0,6.018539071E-2,5.224031150E0
3.189393750E-1,-1.913160430E0,-4.640617560E0,-4.833308458E-3,5.019515666E0
3.289253750E-1,-1.568992147E0,-4.676060457E0,-1.773556986E-1,4.935456696E0
3.389103750E-1,-1.558222745E0,-4.624200917E0,-1.303446695E-1,4.881422126E0
3.488963750E-1,-1.717668715E0,-4.649504158E0,-6.457255661E-2,4.957060050E0
3.588813750E-1,-1.797915902E0,-4.681345171E0,-1.196407565E-1,5.016154713E0
3.688673750E-1,-1.498363044E0,-4.698473420E0,-5.042548147E-1,4.957319558E0
3.788523750E-1,-1.248016553E0,-4.679431377E0,-8.829476899E-1,4.922826419E0
3.888383750E-1,-8.340254983E-1,-4.638954611E0,-1.214878920E0,4.867384226E0
3.988233750E-1,-3.431488207E-1,-4.476626549E0,-1.337205595E0,4.684661693E0
4.088093750E-1,-1.019169688E-3,-4.386648425E0,-1.268499641E0,4.566374578E0
4.187943750E-1,1.512358940E-1,-4.098667207E0,-1.123759419E0,4.252620416E0
4.287803750E-1,4.813588724E-1,-3.782101876E0,-8.342281044E-1,3.902811485E0
4.387653750E-1,8.004426000E-1,-3.618540636E0,-6.173899591E-1,3.757088640E0
4.487513750E-1,1.042728120E0,-3.450136147E0,-6.471177882E-1,3.661896066E0
4.587359166E-1,1.448371105E0,-3.104306086E0,-9.162695101E-1,3.545989981E0
4.687219167E-1,2.063036261E0,-2.685012192E0,-1.142804385E0,3.573711089E0
4.787069167E-1,2.588503312E0,-2.234538020E0,-1.148135877E0,3.607176951E0
4.886929166E-1,3.052830123E0,-1.741844028E0,-8.372657329E-1,3.613143546E0
4.986779167E-1,3.473798075E0,-1.147952859E0,-3.569959044E-1,3.675937283E0
5.086639167E-1,4.203884345E0,-4.797886026E-1,-5.239836127E-2,4.231499294E0
5.186489167E-1,5.053352047E0,-8.885428905E-3,-5.758805752E-2,5.053687985E0
5.286349166E-1,5.954220284E0,2.795173734E-1,-2.506134170E-1,5.966043600E0
5.386199167E-1,7.038543157E0,6.452940416E-1,-3.968066722E-1,7.079191317E0
5.486059167E-1,8.275075486E0,1.021358886E0,-3.596815306E-1,8.345622749E0
5.585909167E-1,9.881822519E0,1.425793836E0,-2.985731569E-1,9.988616035E0
5.685769166E-1,1.144198128E1,1.966523289E0,-2.706307751E-1,1.161289759E1
5.785619167E-1,1.255777153E1,2.181497927E0,-2.594772112E-1,1.274848569E1
5.885479167E-1,1.338808200E1,2.168159258E0,-3.159525436E-1,1.356618886E1
5.985339166E-1,1.396153247E1,2.014321353E0,-6.199022153E-1,1.411970815E1
6.085189166E-1,1.422831051E1,1.735475240E0,-8.029402381E-1,1.435623235E1
6.185049167E-1,1.438609061E1,1.368855988E0,-6.299658582E-1,1.446479266E1
6.284899167E-1,1.443595684E1,9.211627525E-1,-2.712657827E-1,1.446786009E1
6.384759166E-1,1.410602886E1,2.729942197E-1,9.540843308E-2,1.410899284E1
6.484609167E-1,1.348755600E1,-4.598934513E-1,5.357353467E-1,1.350602388E1
6.584469167E-1,1.281566297E1,-1.205366085E0,9.334138387E-1,1.290602132E1
6.684319167E-1,1.203987779E1,-2.054354900E0,1.423654339E0,1.229657769E1
6.784179166E-1,1.134178690E1,-3.072260420E0,1.895036692E0,1.190235599E1
6.884029167E-1,1.073006640E1,-3.992665958E0,2.325454037E0,1.168261284E1
6.983889167E-1,9.977646689E0,-5.080349227E0,2.858236540E0,1.155564355E1
7.083739167E-1,8.840262673E0,-6.356203496E0,3.323359449E0,1.138403641E1
7.183599166E-1,7.287480762E0,-7.402600744E0,3.632268144E0,1.100451023E1
7.283449167E-1,5.961513516E0,-7.972038857E0,3.539604101E0,1.056512395E1
7.383309167E-1,5.127611686E0,-8.535615136E0,3.240276654E0,1.047131893E1
7.483159166E-1,4.591483991E0,-9.139444233E0,2.948026968E0,1.064434259E1
7.583019166E-1,4.168534418E0,-9.743166325E0,2.950995600E0,1.100065199E1
7.682869167E-1,3.847904394E0,-1.022272455E1,2.892466433E0,1.129941713E1
7.782729167E-1,3.588687969E0,-1.047432205E1,2.720731955E0,1.140142474E1
7.882579166E-1,3.431135035E0,-1.090930929E1,2.484842412E0,1.170299785E1
7.982439167E-1,2.927985344E0,-1.132764716E1,2.379889861E0,1.193953785E1
8.082289167E-1,1.680270216E0,-1.175169426E1,2.874134535E0,1.221418336E1
8.182149167E-1,-1.453471631E-1,-1.178812358E1,3.450288759E0,1.228354492E1
8.281999166E-1,-1.912945837E0,-1.109449762E1,3.436684628E0,1.177106794E1
8.381859167E-1,-3.036246834E0,-1.009422964E1,2.899364393E0,1.093245539E1
8.481709167E-1,-2.788701451E0,-9.241647130E0,1.909437507E0,9.840266717E0
