"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.428332999E-4,3.261258218E-1,9.593117416E-2,1.445909427E0,1.485333266E0
1.062883332E-2,2.000909156E-1,-6.123905897E-2,6.691857648E-1,7.011392049E-1
2.061383333E-2,9.381506681E-2,-6.618814230E-2,-1.186809361E-2,1.154252511E-1
3.059983329E-2,1.651207653E-1,4.963292062E-2,-4.802230507E-1,5.102376627E-1
4.058483330E-2,1.326117812E-1,1.264676732E-1,-6.487719655E-1,6.741550416E-1
5.057083332E-2,4.346747026E-3,1.418487740E-1,-6.294878483E-1,6.452866960E-1
6.055683334E-2,-1.009492546E-2,1.720683539E-1,-4.625369775E-1,4.936090371E-1
7.054183329E-2,4.565140530E-2,2.342786354E-1,-2.344476199E-1,3.345687019E-1
8.052783331E-2,9.350377567E-2,2.883875996E-1,-3.878341198E-2,3.056378849E-1
9.051283333E-2,1.018350347E-1,2.563740939E-1,1.561370301E-1,3.169807920E-1
1.004988333E-1,5.566498138E-2,1.779377890E-1,2.889980489E-1,3.439190590E-1
1.104848333E-1,1.395949647E-2,1.093943882E-1,2.556724280E-1,2.784427951E-1
1.204698333E-1,5.287651733E-2,3.544523656E-2,1.887329185E-1,1.991793298E-1
1.304556250E-1,1.355080898E-1,-1.976358891E-4,1.710404134E-1,2.182138962E-1
1.404406250E-1,2.063793768E-1,-1.140382469E-2,1.934311563E-1,2.830867475E-1
1.504266250E-1,1.394654854E-1,-3.503476202E-2,2.051419598E-1,2.505220147E-1
1.604126250E-1,1.137137995E-1,6.590981483E-3,1.421282709E-1,1.821392726E-1
1.703976250E-1,1.722280194E-1,5.443582356E-2,6.354110777E-2,1.914764266E-1
1.803836250E-1,1.686020879E-1,8.257847250E-2,8.462909102E-2,2.059319092E-1
1.903686250E-1,1.835438435E-1,9.974706709E-2,2.164393651E-1,3.008052837E-1
2.003546250E-1,1.130810577E-1,1.126319915E-1,4.254065734E-1,4.543611381E-1
2.103406250E-1,-8.980290843E-2,1.111023599E-1,5.923328859E-1,6.093164567E-1
2.203256250E-1,-1.522465852E-1,1.431170350E-1,6.506407356E-1,6.833702329E-1
2.303116250E-1,-3.872660263E-2,2.010734671E-1,6.021842748E-1,6.360473172E-1
2.402966250E-1,-4.425794072E-3,1.694616652E-1,5.663560456E-1,5.911818790E-1
2.502826250E-1,-9.613515062E-2,5.184141397E-2,5.599714708E-1,5.705239237E-1
2.602686250E-1,-3.547211548E-2,7.308785677E-2,4.486597806E-1,4.559558142E-1
2.702536250E-1,1.458128207E-1,2.069703841E-1,3.223225003E-1,4.098657254E-1
2.802396250E-1,1.806642543E-1,2.778012156E-1,3.403991675E-1,4.750628184E-1
2.902246250E-1,2.761311960E-1,3.299648112E-1,3.776880312E-1,5.725150330E-1
3.002106250E-1,4.182834588E-1,4.411800224E-1,4.030520833E-1,7.294188411E-1
3.101966250E-1,4.574243183E-1,5.390466249E-1,6.469716078E-1,9.583217268E-1
3.201816250E-1,6.044698783E-1,6.813427109E-1,1.027354621E0,1.372978237E0
3.301676250E-1,8.243042099E-1,8.061275554E-1,1.061881260E0,1.567453628E0
3.401526250E-1,9.452453873E-1,9.391932267E-1,1.119864004E0,1.740594194E0
3.501386250E-1,1.098623336E0,1.129470395E0,1.330616952E0,2.062333164E0
3.601236250E-1,1.375006090E0,1.361755714E0,1.484190563E0,2.438819797E0
3.701096250E-1,1.543181660E0,1.523858074E0,1.735195743E0,2.777491194E0
3.800956250E-1,1.689937856E0,1.625682072E0,2.021602306E0,3.096063313E0
3.900806250E-1,1.771741426E0,1.786431971E0,2.454777490E0,3.515158516E0
4.000666250E-1,2.050731965E0,1.951422855E0,3.142743927E0,4.229703553E0
4.100516250E-1,2.550963896E0,2.184212789E0,3.674004400E0,4.977600891E0
4.200376250E-1,2.954209229E0,2.347737776E0,4.064496664E0,5.546111968E0
4.300236250E-1,3.010533704E0,2.276275445E0,4.379815369E0,5.781654240E0
4.400086250E-1,2.187496147E0,2.074254144E0,3.627178727E0,4.716364614E0
4.499946250E-1,2.367936252E0,2.001266275E0,3.645781644E0,4.785803234E0
4.599796250E-1,2.487498509E0,2.064733708E0,4.076528479E0,5.202774122E0
4.699656250E-1,1.989549186E0,1.927581418E0,3.678182820E0,4.604661219E0
4.799516250E-1,2.159110546E0,1.768873367E0,3.677291704E0,4.616616252E0
4.899366250E-1,2.812355778E0,1.639005538E0,3.576622531E0,4.836105138E0
4.999226250E-1,3.082341605E0,1.569440628E0,3.582570319E0,4.979837723E0
5.099076250E-1,2.967039775E0,1.503934856E0,3.840393353E0,5.080724966E0
5.198936250E-1,2.805324501E0,1.274133434E0,4.049667540E0,5.088523238E0
5.298796250E-1,2.568675989E0,1.100274078E0,4.083159807E0,4.947817033E0
5.398646250E-1,2.393847603E0,8.944322062E-1,4.033006484E0,4.774479722E0
5.498506250E-1,2.352444200E0,5.700631803E-1,3.992494635E0,4.668937690E0
5.598356250E-1,2.304734282E0,2.551806772E-1,4.074136384E0,4.687803810E0
5.698216250E-1,2.083426525E0,1.741300821E-2,4.157438741E0,4.650297430E0
5.798076250E-1,1.560488395E0,-1.382176530E-1,4.175972661E0,4.460154237E0
5.897926250E-1,9.379734975E-1,-4.750155205E-1,4.175568911E0,4.305904058E0
5.997786250E-1,9.054574236E-2,-8.755316663E-1,4.271917576E0,4.361654962E0
6.097636250E-1,-5.003512135E-1,-1.084900578E0,4.316437984E0,4.478727215E0
6.197496250E-1,-5.971245329E-1,-1.164850143E0,4.303724090E0,4.498385778E0
6.297356250E-1,-6.857355778E-1,-1.252157843E0,4.236923452E0,4.470978963E0
6.397206250E-1,-5.885136308E-1,-1.341517332E0,4.127818501E0,4.380057377E0
6.497066250E-1,-3.355819389E-1,-1.475391088E0,3.999443758E0,4.276089858E0
6.596916250E-1,-1.940367816E-1,-1.532718945E0,3.923723778E0,4.216928493E0
6.696776250E-1,4.195654973E-2,-1.540172975E0,3.778892047E0,4.080921249E0
6.796636250E-1,4.398893957E-1,-1.659447988E0,3.649402825E0,4.033039956E0
6.896486250E-1,7.550293225E-1,-1.787946984E0,3.678316137E0,4.158946176E0
6.996346250E-1,8.371375327E-1,-1.931657512E0,3.721327085E0,4.275555551E0
7.096196250E-1,6.445897445E-1,-2.184717988E0,3.797573608E0,4.428324055E0
7.196056250E-1,4.765194243E-1,-2.384032613E0,3.852696480E0,4.555650604E0
7.295916250E-1,3.357336742E-1,-2.397115173E0,3.978640827E0,4.657087189E0
7.395766250E-1,8.514488854E-2,-2.345115300E0,3.960147838E0,4.603214781E0
7.495626250E-1,2.084935838E-1,-2.381515971E0,3.705724960E0,4.409930314E0
7.595476250E-1,3.884609413E-1,-2.431892658E0,3.298335997E0,4.116311960E0
7.695336250E-1,9.349479289E-1,-2.499413965E0,2.841058005E0,3.897795324E0
